title,text,subject,date,label
republicans appear certain pass tax legislation,washington  reuters    republican controlled u s  congress appeared certain pass sweeping tax legislation week two senate republican holdouts agreed monday support tax overhaul backed president donald trump  republicans  self imposed friday voting deadline loomed  senators susan collins mike lee said decided back legislation hammered last week among republicans senate house representatives  “the first major overhaul tax code since 1986  legislation provide tax relief working families  encourage creation jobs right america spur economic growth benefit americans ” collins said floor senate announcing support  maine republican undecided legislation  lee similarly undecided utah republican tweeted earlier day would “proudly” vote bill  house representatives  also expected adopt bill  due vote first around 1 30 p m   1830 gmt  tuesday  republican aides said  senate vote expected follow either later tuesday wednesday  “we get president s desk sign law christmas  pledged ” predicted no  2 senate republican john cornyn  said senate would begin 10 hours debate receiving house approved measure  white house officials said monday vice president mike pence  would cast tiebreaking vote senate necessary  delaying trip egypt israel week washington vote tax plan  “the tax vote still good shape  don t want take chances ” white house official said  package tax cuts businesses individuals  enacted  would overhaul u s  tax code first time 30 years give republicans first major legislative victory trump s presidency  republicans  believe must act preserve house senate majorities next year s congressional elections  insist tax cuts drive u s  economic growth higher create jobs  democrats  oppose it  describe legislation giveaway corporations wealthy americans add  1 5 trillion federal deficit next decade raising taxes middle class taxpayers  lawmakers house  republicans hold 239 193 seat majority  expected approve legislation largely along party lines  smattering “no” votes likely republican fiscal hawks lawmakers new york  new jersey california oppose provision would scale back popular deduction state local taxes  house senate must approve measure trump sign law  100 seat senate  republicans 52 48 majority  proved graveyard last summer s republican drive overturn former democratic president barack obama s healthcare law  three republicans opposed measure  tax overhaul also faced challenges  specter failure appeared lift monday  congress closed final votes  senate republicans afford lose two votes intend pass tax legislation  already one vote  senator john mccain  undergoing treatment brain cancer  available support bill spending time family arizona  support collins lee  senator jeff flake arizona remained undecided  fifth republican  senator thad cochran mississippi  missed votes health reasons year expected hand support tax bill  republican senator bob corker  fiscal hawk  voted initial senate bill said support final legislation ,politicsNews,"December 18, 2017 ",real
u s  lawmakers seek temporary extension internet spying program,washington  reuters    republican leaders u s  house representatives working build support temporarily extend national security agency s expiring internet surveillance program tucking stop gap funding measure  lawmakers said  month long extension surveillance law  known section 702 foreign intelligence surveillance act  would punt contentious national security issue new year attempt buy lawmakers time hash differences various proposed privacy reforms  lawmakers leaving republican conference meeting wednesday evening said clear whether stop gap bill enough support avert partial government shutdown saturday  whether possible addition section 702 extension would impact chances passage  remained possible lawmakers would vote short term extension separate spending bill  absent congressional action law  allows nsa collect vast amounts digital communications foreign suspects living outside united states  expire dec  31  earlier day  house republicans retreated plan vote stand alone measure renew section 702 2021 amid sizable opposition parties stemmed concerns bill would violate u s  privacy rights  u s  officials recently said deadline may ultimately matter program lawfully continue april due way annually certified  lawmakers white house still view law s end year expiration significant  “i think clearly need reauthorization fisa  expected we ll get done” end year  marc short  white house s legislative director  said wednesday msnbc  u s  intelligence officials consider section 702 among vital tools disposal thwart threats national security american allies  law allows nsa collect vast amounts digital communications foreign suspects living outside united states  program incidentally gathers communications americans variety technical reasons  including communicate foreign target living overseas  communications subject searches without warrant  including federal bureau investigation  house judiciary committee advanced bill november would partially restrict u s  government s ability review american data requiring warrant cases   this story refiled correct typographical error headline ,politicsNews,"December 20, 2017 ",real
new accuser confirms got roy moore banned mall  videos ,alabama senate candidate roy moore  r  course  mounting list women say sexually harassed assaulted teenagers  another piece story rumor moore creepy girls banned local mall hometown gadsden  alabama  rumor unsubstantiated now becky gray working gadsden mall encountered roy moore  assistant district attorney  early 20 s  30 s  said moore taken creepy liking her  constantly visited mall  according gray  moore hung mall friday saturday nights like teenagers do  says situation  mean  got understand age  somebody 30s might well 40 50 anyway  come back  the department store  working  would stop chit chat sort thing  kind got creepy me  every friday saturday night  mall  nobody age mall  know  parents dropping 12 year olds 13 year olds  14 year olds  mean  come on  thought really creepy even way back then  roy moore repeatedly harassed becky gray work  went manager behavior  went manager talked asked him  basically  could done  later on  came back department told  moore  banned mall  addition becky gray account  account moore banned mall man named greg legat also worked time  video confirmation so  every bit true  words  roy moore actually hung mall order creep little girls young women working hanging friends  man completely unfit united states senator  people alabama elect him  immediately expelled here video becky gray account moore mall banning  via abc news featured image via drew angerer getty images,News,"November 17, 2017",fake
story trump told press obama air force one never happened,tuesday  donald trump told story air force one former president barack obama  problem never happened  boarding plane come home  trump told press air force one denied landing rights philippines trip predecessor u s  relations nation bad trump said air force one never got land philippines bragged strong relationship southeast asian nation  know  lot problems philippines  relationship past administration horrible  use nice word  trump told reporters manila  would say horrible putting mildly  know happened  many there  never got land  continued  plane came close land  associated press fact checked trump bizarre claim president barack obama last visited philippines november 2015  arriving manila overnight flight turkey  problems landing plane  obama used visit announce united states transferring two ships philippine navy perhaps trump referring erroneously obama aborted meeting president rodrigo duterte  september 2016  obama abruptly canceled meeting new philippines leader laos duterte called obscene name  duterte warning obama speak brutality crackdown illegal drug trade obama visit philippines several trips earlier presidency even signed enhanced defense cooperation agreement country 2014  trump claimed relationship philipines probably better ever before  important get along philippines  really do  good relationship  would actually say probably better ever before  said duterte carried unlawful crackdown suspected drug dealers users  resulting least 7 thousand deaths means including execution using death squads  hitler massacred 3 million jews  3 million drug addicts  happy slaughter them  duterte declared 2015 however  trump largely ignored discussion human rights dictator  understand trump jealous president obama  lies prove much disdain fact checkers  sad disdain murderous dictators  though photo zach gibson pool getty images ,News,"November 14, 2017",fake
internet lights pentagon accidentally retweets call trump resign,thursday  pentagon official twitter account retweeted post  proudresister calling donald trump resign  quickly deleted it  saying later error totally believe them proud resister tweeted alabama senate candidate roy moore scandal  touched al franken s  moved donald trump s  resister called aforementioned resign office the solution simple roy moore  step race al franken  resign congress donald trump  resign presidency gop  stop making sexual assault partisan issue  crime hypocrisy  proud resister     proudresister  november 16  2017here screen capture retweet since deleted  pentagon spokesman col  rob manning explained retweet statement saying authorized operator defense department official twitter site erroneously retweeted content would endorsed department defense  operator caught error immediately deleted it  chief pentagon spokeswoman dana white tweeted explanation an authorized operator  deptofdefense official twitter site erroneously retweeted content would endorsed department defense  operator caught error immediately deleted it  dana w  white dod   chiefpentspox  november 16  2017one twitter user suggested giving pentagon employee raise give raise jake smail   biggiesmails72  november 16  2017too bad  good tweet ever appear feed  kmd         nazis please    kiraofthesea  november 16  2017i m mad em        veteran     veteranusa1  november 16  2017 erroneously   sure  sure   resigntrump usagi tsukino   sailordemocracy  november 16  2017lol lie jordanlarae   jordanlarae  november 16  2017it honest twit long time  maybe ever spencer   spencerh8stwitr  november 16  2017bwaaaahaaaa stephanie bullen   tabbychaps  november 16  2017trump supporters calling person operated account fired  we  hand  would like buy dinner drinks while many twitter profiles contain disclaimer saying retweets constitute endorsement  pentagon account   deptofdefense  not as al franken scandal  accuser  leeann tweeden  accepted apology  roy moore tried compare scandal franken inappropriate behavior  one men admitted wrong  called investigation  apologized  one man perved high school girls  one young 14 years old  justifying franken behavior  simply saying moore  staunch right wing christian  failed admit wrongdoing  despite fact nine accusers least 30 people corroborate alleged victims stories  least franken admitted happened took steps immediately address accusations photo molly riley pool getty images,News,"November 16, 2017",fake
trump admitted knew flynn lied fbi asked comey drop investigation,donald trump really taken staffers advise tweeted former national security adviser michael flynn former reality show star implicated himself  fire general flynn lied vice president fbi  trump tweeted  pled guilty lies  shame actions transition lawful  nothing hide  fire general flynn lied vice president fbi  pled guilty lies  shame actions transition lawful  nothing hide  donald j  trump   realdonaldtrump  december 2  2017 oh god  admitted obstruction justice  former justice department spokesman matthew miller tweeted  trump knew flynn lied fbi asked comey let go  case  oh god  admitted obstruction justice  trump knew flynn lied fbi asked comey let go  case  matthew miller   matthewamiller  december 2  2017however  last february  then white house press secretary sean spicer said trump asked flynn resign position eroding trust  legal issue rather trust issue  said time after flynn left  trump defended him  calling disgraced former national security adviser wonderful man  think treated very  unfairly media call it  fake media  many cases  trump said february  think really sad thing treated badly  flynn resigned  apologized giving inaccurate assessment conversation russian ambassador sergey kislyak mike pence  who  time  vice president elect pence said flynn discussed sanctions kislyak the day flynn resigned  trump  according then fbi director james comey  asked let go investigation flynn trump admitted knew flynn lied fbi  asked comey drop investigation  shorter version  trump tripped little d ck presented exhibit trial obstructed justice photo steve pope getty images ,News,"December 2, 2017",fake
house democratic leaders urging  no  vote spending bill  cnn reporter,washington  reuters    steny hoyer  no  2 democrat u s  house representatives  said tuesday house democratic leaders asking rank and file members vote stopgap government funding bill  according cnn reporter twitter  house republican aide said earlier tuesday spending bill would fund government jan  19  include funding disaster aid five year extension children s health insurance program ,politicsNews,"December 19, 2017 ",real
cnn blisters trump attacks bad representation  that s job   tweets ,one donald trump favorite punching bags cnn  even tweeted gif image punching person cnn logo superimposed head indicating like enact violence cnn reporters  time tweeted trump train roaring cnn  now  back time suggesting fake cnn ones representing america world  bad job  tweet   foxnews much important united states cnn  outside u s   cnn international still major source  fake  news  represent nation world poorly  outside world see truth them  donald j  trump   realdonaldtrump  november 25  2017of course  beneath dignity people respond moronic buffoon like trump normal circumstances  however  currently squatting white house  tiny orange hands levers power mention nuclear codes stoop trumpian level personally attacked  however  being  well  know  fit job doing  good folks cnn communications fired back trump  response nothing short perfect it s cnn s job represent u s world  that s yours  job report news   factsfirst cnn communications   cnnpr  november 25  2017boom  asked sicker burn this  right course especially part  factsfirst  trump problem truth  well know  makes cnn communications people replied fabulous  ultimate truth something likes pathological orange liar donald trump knows nothing about featured image via andrew burton getty images,News,"November 25, 2017",fake
breaking  michael flynn cracks  testify mueller trump,michael flynn  trump embattled former national security adviser  reportedly caved testify robert mueller team trump collusion russia  according abc news special report  flynn pleaded guilty charges include making false statements fbi  importantly  admitted plea officials trump transition team directed contacts russian officials furthermore  according cnn david wright twitter  that  reporting brian ross  reported abc news  said flynn also says prepared testify trump ordered him  directed him  make contact russians  contradicts donald trump said point    brianross reports michael flynn prepared testify president trump candidate donald trump ordered him  directed him  make contacts russians  contradicts donald trump said point  david wright   davidwright cnn  december 1  2017  brianross  well  told flynn made decision cooperate last 24 hours  distraught decision  feels right thing country david wright   davidwright cnn  december 1  2017  brianross  facing huge legal bills million dollars  said finally go reason  expects put house market  facing serious financial problems  david wright   davidwright cnn  december 1  2017for part  flynn issued statement saying following  actions acknowledged court today wrong  faith god  working set things right  guilty plea agreement cooperate special counsel office reflect decision made best interests family country  accept full responsibility actions  white house said merely got flynn fired first place  zero effect trump  har de har har make us laugh hard  hurts  merry christmas donald trump entire treasonous family administration  hope like orange jumpsuits featured image via chip somodevilla getty images,News,"December 1, 2017",fake
watch  delusional trump fans lash fox host reporting facts uranium one deal,clearly  trump supporters want fox news lie them because fox news host shep smith fact checked donald trump accusations hillary clinton regards uranium one deal russia  lost shit smith thoroughly debunked republican claims hillary clinton approved deal pay to play scam time secretary state back 2010 first  deal approved committee nine agency heads  unanimously approved second  state department represented assistant says clinton intervene third  uranium one deal stipulates uranium must sold civilian reactor operators united states  blows trump claim hillary gave 20 percent uranium russia water fourth  one man gave clinton foundation  4 million  140 million donated nine individuals associated uranium one  one man already sold stake company years 2007  well clinton even thought secretary state  long barack obama became president make secretary state and  finally  clinton power veto approve deal herself so  means conservatives case clinton  effectively neutering effort justice department appoint special prosecutor since contingent facts  facts support clinton  much so  court would laugh obviously manufactured charges court here video via youtube in response  trump supporters threw temper tantrum called fox fire smith reporting facts you need get hack  shepnewsteam fox  made excuses  crookedhillary clearly double agent  hey shep   hillary took 145m regardless sent  pay play goof lab lover   dutchistheballs  november 14  2017chris wallace shepard smith start show cnn called  pink hat brigade  that s belong  shameful fox  get rid two asshats  matt couch     realmattcouch  november 13  2017 foxnews wanted see unfactual slanted view would watch cnn  watch shepard smith anymore  dont show  arrogant clearly anti trump jim hennahane   limabean002  november 14  2017and many angry conservative tweets calling smith fired  however  majority tweets came support smith fact based reporting  blew apart rest network effort spin deal nefarious scandal proving hillary colluded russians seriously shep smith job journalist  sean hannity could certainly learn lot smith  uranium one scandal pushed trump minions repeatedly debunked  conservatives desperately attacking clinton distract trump real scandals  smith refuses lie make trump look good  real reason trump supporters hate much featured image  screenshot,News,"November 15, 2017",fake
pence preside senate tax bill vote  office confirms,washington  reuters    u s  vice president mike pence preside senate s vote sweeping tax legislation  office confirmed tuesday  “the  vp preside historic vote ” alyssa farah  spokeswoman pence  said twitter  republicans may need pence s vote favor legislation break tie ,politicsNews,"December 19, 2017 ",real
republicans aim ride economy election victory  warning voters key district,king prussia  pennsylvania washington  reuters    fox   hound sports bar  next shopping mall suburban philadelphia  four democrats giving speeches potential voters begin journey try unseat republican congressman pat meehan next year s elections  winning congressional district   pennsylvania s 7th   key democrats  hopes gaining 24 seats need retake u s  house representatives next november  stakes high   control house would allow block president donald trump s legislative agenda  surface  democrats face significant hurdle  nearly two thirds 34 republican held districts top party s target list  household income job growth  often both  risen faster state national averages past two years  according reuters analysis census data   graphic  tmsnrt rs 2bgq29k  potentially vote winning news republican incumbents  speeches television ads trumpet strengthening economy product republican control washington  even though incomes job growth began improving former democratic president barack obama  “the good economy really positive keeping republicans afloat ” said david wasserman  congressional analyst non partisan cook political report  still  trumpeting good economy may limited impact among voters competitive districts like mostly white southeast region pennsylvania bordering delaware new jersey  switched parties twice past 15 years  many two dozen voters reuters interviewed 6th 7th districts agreed economy strong  jobs returning wages growing  handful committed republicans democrats always vote party line  half voted meehan last year  said unsure whether would vote 2018  said disappointed republican party s handling healthcare tax reform well trump s erratic performance  half also felt despite improving economy  living costs squeezing middle class  drew mcginty  one democratic hopefuls fox   hound bar hoping unseat meehan  said good economic numbers misleading  “when talk people across district  hear stagnant wages  hear massive debt young people getting finish college  there s lot told numbers ” said  still  meehan  19 points last november s general election  confident strong economy help next year  plans run job creator champion middle class  “the first thing people look whether got job income ” meehan said telephone interview  democratic presidential candidate hillary clinton carried district two points white house race  giving democrats hope peel away republicans next november  kyle kondik  political analyst university virginia center politics  said election essentially referendum trump  economy might help republicans  said  issues likely uppermost voters  minds  like republican tax overhaul   seen favoring rich middle class   trump s dismantling president barack obama s initiative expand healthcare millions americans  popularly known obamacare  indeed  healthcare americans  top concern  according reuters ipsos poll conducted earlier month  next terrorism economy  “healthcare no  1 issue ” election  predicted molly sheehan  another democrat running unseat meehan  democrats warned dismantling obamacare leave millions americans without health coverage  political analysts say republicans vulnerable districts could punished angry voters  republicans argue obamacare drives costs consumers interferes personal medical decisions  broomall  hamlet 7th district  local builder greg dulgerian  55  said voted trump meehan  still likes trump image political outsider  less certain meehan  “i m busy  good ” dulgerian said  “but actually make less 10 years ago  living costs costs materials gone up ” dulgerian said sure meehan address this  open democratic candidate plan help middle class  ida mccausland  65  registered republican said disappointed party  views overhaul tax system giveaway rich hit middle class  “i probably go democrat ” said  still  others interviewed said good economy important issue would vote meehan  mike allard  35  stocks day trader  voted clinton last year cast ballot congressional vote  thinks economy help meehan next year leaning toward voting him  “local businesses like way economy going right now ” said  7th district median household income jumped 10 percent 2014 2016   78 000 around  86 000  national average increase 7 3 percent  job growth held steady  analysis census data shows  overall  u s  economy grown 3 percent recent quarters  forecasters think stimulus republican tax cuts sustain rate growth next year  unemployment dropped 4 1 percent  17 year low  midterm congressional elections  history shows voters often focus issues economy  1966 economy thriving  president lyndon b  johnson s democrats suffered net loss 47 seats  partly growing unhappiness vietnam war  2006  economy humming  republicans lost net 31 seats house  voters focused iraq war unpopularity republican president george w  bush  2010  despite pulling economy major recession  democrats lost control house republicans  mainly passage obamacare  time highly unpopular many voters  “when times bad  election almost always economy  economy good  people freedom ability worry issues ” said stu rothenberg  veteran political analyst ,politicsNews,"December 22, 2017 ",real
u s  tax cuts make housing affordable  analysts, reuters    u s  tax overhaul currently proposed make housing less affordable  according nearly half property market experts polled reuters  another third saying would anything improve it  decade start crash knocked third u s  home values led deep global recession  housing market bounced back smartly  u s  house prices expected rise next year 2019  faster predicted months ago double rate underlying consumer inflation wages  sharp contrast outlook britain   gb homes  s p case shiller composite index u s  home prices 20 metropolitan areas expected gain 5 1 percent next year 4 2 percent 2019  main challenge currently chronic shortage homes  pushing prices beyond reach new buyers  tend young particularly well paid and  university educated  already saddled huge amounts debt  adding concerns effort president donald trump s administration overhaul tax code  analysts say could undermine potential improvements affordability housing market  republican tax proposal allows interest payment deductions mortgage debt  750 000  current  1 million  house representatives scheduled vote tax bill tuesday afternoon  senate majority leader mitch mcconnell said chamber would vote tuesday evening  twelve 26 analysts answered extra question said tax bill current form probably make housing expensive  eight respondents said would nothing six expected would improve affordability  “losing tax deduction mortgage payments property taxes   deductibility limited   makes housing less attractive less affordable ” said robert brusca  chief economist fao economics  added  “the trump congress plan not well thought out mess it s hard tell impact people systematic way ” asked rate affordability scale 1 cheapest 10 expensive  median answer 6  latest consensus u s  housing affordability changed year polling  range forecasts narrowed  “we think there s possibility tax bill successful generating economic growth  housing affordability could take turn worse ” noted ralph mclaughlin  economist trulia san francisco  “this housing market supply  demand problem  policies generate growth without boosting supply could make homes even expensive already are ” another challenge lingering years  unemployment rate plunged 17 year low 4 1 percent  annual wage growth broken 2 9 percent since great recession ended eight years ago  “home prices appreciating circa 5 6 percent well wage growth 2 2 5 percent  decreasing affordability average buyer  particularly first time homebuyers strapped student loan debt facing still modest labor market opportunities ” said lindsey piegza  chief economist stifel chicago  also pointed eliminating mortgage interest rate deductions make housing less affordable  latest housing market data indicates turnover still far overheating boom rates financial crisis  existing home sales rose seasonally adjusted annualized rate 5 48 million units october  well peak 7 million units 2005  property analysts forecast annualized existing home sales quarter next year average 5 5 5 6 million  less 5 70 million unit pace hit march  highest since february 2007  latest projections also weaker expected reuters poll august  data monday showed u s  single family homebuilding permits rose november level seen since august 2007 confidence among homebuilders soaring near 18 1 2 year high december  hopeful sign housing market struggling supply constraints  u s  federal reserve expects raise interest rates three times next year  lifting short term rates won t necessarily push longer term market rates  path least resistance higher  still  latest reuters consensus mortgage rates lower forecast previous survey august  30 year mortgage rate expected average 4 24 percent next year  rising 4 65 percent 2019 5 00 percent 2020  analysts evenly split poll whether faster pace rate hikes fed would significantly slow activity  “if three hikes  likely fed would responding stronger economic growth pushing inflation – stronger growth would offset rise rates ” said david berson  chief economist nationwide insurance columbus  ohio ,politicsNews,"December 19, 2017 ",real
time trump mocked marco rubio drinking water came back haunt,campaign trail  candidate donald trump  former reality show star  repeatedly mocked sen  marco rubio time drank water stage  trump mocked rubio rallies twitter  too  say  guy  really tweet everything  trump kicked day blasting loser network cnn  failing new york times demanded thank ucla basketball players arrived states released china  summarized trip asia  declaring longest visit region american president quarter century  added america back future never looked better  seemed difficulty breathing paused water here trump think disparaged rubio doing more proof we re living simulation pic twitter com 7fgmxvrkuj kevin driscoll   kevndriscoll  november 15  2017trump grabbed bottle fiji quench thirst  exact brand rubio drank campaign  florida republican responded twitter  saying  similar  needs work form  done one single motion   eyes never leave camera  bad 1st time  similar but needs work form has done one single motion   eyes never leave camera  bad 1st time marco rubio   marcorubio  november 15  2017trump blasted rubio multiple times drinking water  perhaps former reality show star thinks walk water  next time marco rubio drink water glass opposed bottle would much less negative impact  tweeted next time marco rubio drink water glass opposed bottle would much less negative impact  donald j  trump   realdonaldtrump  february 13  2013in another tweet  wrote  marco rubio crucified media drinking water speech  marco rubio crucified media drinking water speech  donald j  trump   realdonaldtrump  february 13  2013and trump rally mocking rubio drinking water more tweet  there s also video trump mocking rubio s sotu water moment  pic twitter com dkkyroiugo kyle griffin   kylegriffin1  november 15  2017the internet never forgets things 2 hands donny dribbles good boy el diablo     joe23gavbrown  november 15  2017omg  really tweet every single thing  jennifer sage     vivavelo  november 15  2017hey lil fingers  take advice  russell drapkin   russelldrapkin  november 15  2017great work  donald  pic twitter com ag5vtxafgt craig harrington   craigipedia  november 15  2017trump pulls marco rubio   slurps water speech  worse rubio  trump holds bottle two hands like baby bottle  fitting  impeachtrump  amjoy pic twitter com 5cpkzssckq scott dworkin   funder  november 15  2017everything trump accuses someone else doing  guilty thing  even something simple needing quench thirst image via screen capture ,News,"November 15, 2017",fake
factbox  trump twitter  dec     approval rating  amazon,following statements posted verified twitter accounts u s  president donald trump   realdonaldtrump  potus  opinions expressed own  reuters edited statements confirmed accuracy   realdonaldtrump     fake news loves talk so called low approval rating   foxandfriends showed rating dec  28  2017  approximately president obama dec  28  2009  47    and despite massive negative trump coverage   russia hoax   0746 est    united states post office  losing many billions dollars year  charging amazon others little deliver packages  making amazon richer post office dumber poorer  charging much more   0804 est     source link   bit ly 2jbh4lu   bit ly 2jpexyr ,politicsNews,"December 29, 2017 ",real
congress votes avert shutdown  sends trump stopgap spending bill,washington  reuters    u s  congress thursday averted government shutdown one day federal funding due expire  sending president donald trump bill provide enough money keep agencies operating jan  19  lawmakers eager begin holiday recess jan  3  house representatives senate scurried pass hastily written bill votes 231 188 66 32  respectively  congress returns  lawmakers immediately get back work appropriating money fiscal year already three months old  try pass “omnibus” spending bill fund government jan  19 sept  30  negotiators struggling months thorny issues amount defense spending increases versus increases domestic programs  including medical research  opioid treatment “anti terrorism” activities  fiscal hawks  meanwhile  angry congress moving bust spending caps designed tamp mounting federal debt  lawmakers republican controlled congress earlier week voted sweeping tax bill add  1 5 trillion next 10 years national debt already stands  20 trillion  clock ticking toward deadline midnight friday government funding would run out  democrats house senate made strong pitch including protections young immigrants entered country illegally children  popularly known “dreamers ” end  congressional hispanic caucus immigration advocacy groups failed  nearly house s 193 democrats 29 senate s 46 democrats voted no  part protest lack action immigration measure  shortly house senate votes  democratic representative luis gutierrez told reporters  “we re really tired tomorrow ” referring years failed attempts congress protect dreamers deportation  allow legally work united states get path citizenship  resume fight january  aiming win next spending bill separate measure  trump eliminated obama era temporary protections dreamers  asked congress come permanent solution march  meantime  122 dreamers day becoming vulnerable deportation congress bickers  also thursday  senate put brakes another bill passed house  would provide  81 billion new disaster aid help puerto rico  u s  virgin islands several states hit year s hurricanes wildfires  temporary spending bill did  however  give trump modest increase  4 7 billion department defense used missile defense ship repair  bill includes  2 85 billion fund children s health insurance program march funding community health centers indian health service  plan also would extend national security agency s expiring internet surveillance program  known section 702 foreign intelligence surveillance act  jan  19  provisions address funding veterans  coast guard flood insurance  government programs would temporarily extended jan  19 fiscal 2017 levels ,politicsNews,"December 21, 2017 ",real
trump obsessed even obama s name coded website  images ,christmas day  donald trump announced would back work following day  golfing fourth day row  former reality show star blasted former president barack obama playing golf trump track outpace number golf games predecessor played updated tracker trump appearances trump properties 71 rounds golf including today s  pace  pass obama first term total july 24 next year  pic twitter com 5gemcjqtbh philip bump   pbump  december 29  2017 makes washington post reporter discovered trump website really weird  everything administration bizarre af  coding contained reference obama golf  unlike obama  working fix problem golf course  however  coding done correctly the website donald trump  spent several days row golf course  coded serve following message event internal server error  pic twitter com wiqsqnnzw0 christopher ingraham    cingraham  december 28  2017that snippet code appears pages  footer says paid rnc  pic twitter com oazdt126b3 christopher ingraham    cingraham  december 28  2017it also others noted thread  weird code clear would ever actually display  knows  christopher ingraham    cingraham  december 28  2017after coding called out  reference obama deleted update  golf error message removed trump gop websites  also fixed javascript   vs    problem  still clear messages would actually display  since actual 404  and presumably 500  page displays different message pic twitter com z7dmyq5smy christopher ingraham    cingraham  december 29  2017that suggests someone either rnc trump admin sensitive enough trump golf problem make issue go away quickly people noticed  idea much love see email exchange led us here  christopher ingraham    cingraham  december 29  2017 code f cked up the best part using    assignment  operator means bit code never get run  look lines errorcode always 404   tw1trsux  december 28  2017trump coders code  nobody surprised  tim peterson   timrpeterson  december 28  2017donald trump obsessed obama name even coding website played golf again photo joe raedle getty images ,News,"December 29, 2017",fake
sarah huckabee sanders tweet attacking fbi hasn t aged well,donald j  trump spent portion sunday  presumably church  lashing world  including fbi former director james comey  unprecedented fashion  trump blasted intelligence agency worst history claimed tatters  years comey  phony dishonest clinton investigation  and more   running fbi  reputation tatters worst history  president exclamation mark tweeted  fear not  bring back greatness  years comey  phony dishonest clinton investigation  and more   running fbi  reputation tatters worst history  fear not  bring back greatness  donald j  trump   realdonaldtrump  december 3  2017we know capitalized history tatters  though trump also attacked former fbi director james comey call liar  never asked comey stop investigating flynn  tweeted  fake news covering another comey lie  never asked comey stop investigating flynn  fake news covering another comey lie  donald j  trump   realdonaldtrump  december 3  2017trump sent multiple tweets blasting agency  resulted fbi agencies firing back claims it last year sarah huckabee sanders  white house press secretary  tweeted response taegan goddard  wrote time  deep antipathy hillary clinton exists within fbi  multiple bureau sources told guardian  spurring rapid series leaks damaging campaign days election  attacking fbi agents criminal investigation  losing  sanders tweeted 2016 election when attacking fbi agents criminal investigation  losing sarah sanders   sarahhuckabee  november 3  2016twitter users pounced  age well   time eat crow  sarah  kalani   kalani159  december 4  2017 pic twitter com vu50idub3m carmine davis   carmine761  december 4  2017i think i ve ever liked  sarahhuckabee tweet before  backdoor russian overture   backdoorrussian  december 4  2017i spit coffee reading checked real account date  twitter remarks always come back bite them  carmine davis   carmine761  december 4  2017they lied complete circle  pic twitter com ab8ami0uxb gammygroot   capcara  december 4  2017trump told russian officials oval office firing nut job comey eased pressure him  according new york times  fired head f b i  crazy  real nut job faced great pressure russia  said may  taken off  investigation  current occupant white house launch war u s  intelligence agencies  launched war intelligence  2016  sanders defended fbi hillary clinton  2017  back boss attack fbi special counsel robert mueller closing administration  because  hillary clinton locked up  all photo mark wilson getty images ,News,"December 4, 2017",fake
jones certified u s  senate winner despite moore challenge, reuters    alabama officials thursday certified democrat doug jones winner state s u s  senate race  state judge denied challenge republican roy moore  whose campaign derailed accusations sexual misconduct teenage girls  jones vacant seat 22 000 votes  1 6 percentage points  election officials said  made first democrat quarter century win senate seat alabama  seat previously held republican jeff sessions  tapped u s  president donald trump attorney general  state canvassing board composed alabama secretary state john merrill  governor kay ivey attorney general steve marshall certified election results  seating jones narrow republican majority senate 51 100 seats  statement  jones called victory “a new chapter” pledged work parties  moore declined concede defeat even trump urged so  stood claims fraudulent election statement released certification said regrets  media outlets reported  alabama judge denied moore s request block certification results dec  12 election decision shortly canvassing board met  moore s challenge alleged potential voter fraud denied chance victory  filing wednesday montgomery circuit court sought halt meeting scheduled ratify jones  win thursday  moore could ask recount  addition possible court challenges  merrill said interview fox news channel  would complete paperwork “within timed period” show money challenge  merrill said  “we ve notified yet intention that ” merrill said  regarding claim voter fraud  merrill told cnn 100 cases reported  “we ve adjudicated 60 those  continue that ” said  republican lawmakers washington distanced moore called drop race several women accused sexual assault misconduct dating back teenagers early 30s  moore denied wrongdoing reuters able independently verify allegations ,politicsNews,"December 28, 2017 ",real
trump twitter  dec     global warming,following statements posted verified twitter accounts u s  president donald trump   realdonaldtrump  potus  opinions expressed own  reuters edited statements confirmed accuracy   realdonaldtrump     together  making america great again  bit ly 2lnpkaq  1814 est    east  could coldest new year s eve record  perhaps could use little bit good old global warming country  countries  going pay trillions dollars protect against  bundle up   1901 est     source link   bit ly 2jbh4lu   bit ly 2jpexyr ,politicsNews,"December 29, 2017 ",real
